Date,aapl,msft,nvda,amzn,jpm,jnj,xom,tsla,nflx,v,googl,meta,brk_b,unh,ma,hd,pg,cost,dis,intc,bac,wfc,gs,axp,blk,pfe,mrk,abt,tmo,lly,orcl,csco,qcom,txn,adbe,crm,avgo,wmt,mcd,nke,sbux,low,cvx,cop,ba,cat,hon,ups,vz,t
2013-11-20,-0.006617725,-0.0043559982,-0.0075107943,-0.004823246,-0.010775264,-0.0020365624,-0.0047458946,-0.022961963,-0.018673653,-0.012684711,0.005290117,-0.013869161,-0.005148141,-0.015282001,-0.0049714493,-0.0055385595,-0.0068922257,0.00835266,-0.010275423,-0.0076482734,-0.017466795,-0.007884433,-0.013807355,-0.009782732,-0.0049934336,0.013048549,-0.0024165183,-0.010727081,-0.0068334965,-0.011272134,0.0030076855,0.005181106,-0.004907697,-0.009353295,-0.012034016,-0.022450829,-0.020636585,-0.004977164,0.0007289732,-0.0053265905,-0.0011978243,-0.020107308,-0.005179116,-0.008640623,-0.0069817174,-0.004651474,-0.0034192062,-0.00012096076,0.0007290123,0.007235078
2013-11-21,0.012215434,0.023204297,0.022572875,0.022562034,0.0104375165,-0.0021171416,0.007985206,0.051289037,-0.009585806,0.011991718,0.012731645,0.011823921,0.0066495733,-0.020767242,0.011746575,0.013888221,0.00064847985,0.007294656,-0.00058802497,0.020471845,0.014911387,0.013208031,0.015407809,0.008859234,0.006279451,-0.0018101064,-0.00027943915,-0.0071953232,-0.0054490604,-0.0049105184,0.0020098733,0.020664403,0.0072559724,0.018828712,0.030286508,0.026218116,0.028909907,-0.002526985,-0.0010509787,0.019090451,0.00908622,0.012158077,0.011839426,0.012069982,0.023926677,0.009453518,0.011765101,0.0032227235,0.010664445,0.0052477615
2013-11-22,0.03759471,0.01684649,0.005190726,0.0057275337,0.008587152,0.0037092417,-0.002623254,0.009217311,0.021174844,-0.00023782393,0.017414551,0.005935531,0.007753985,-0.014497394,0.0019179527,0.014513541,0.0049488773,0.026106112,0.0072959415,0.012895383,0.005563444,0.0037376722,0.0076896143,0.0060775117,0.010161851,0.011824327,-0.0029336298,-0.011361653,0.0040163933,0.0054377066,-0.007349308,0.02295991,0.005081604,0.016419534,0.023665542,-0.0058034803,0.027198594,0.012817457,0.0024046942,0.012917551,0.017652702,0.008453536,-0.0004923162,0.00094974716,-0.0027699098,0.0050882134,0.006122266,0.020164624,0.0059038606,-0.009972989
2013-11-25,-0.010532197,-0.012703361,0.0066332053,-0.018810807,-0.008698224,-0.0026787515,-0.003126217,0.050308116,0.0008765056,0.0019368896,-0.018457865,-0.025896797,-0.002457941,0.004382923,-0.0012874175,0.017620493,-0.0043843086,0.0066332715,-0.0050479416,-0.025434116,-0.009035484,-0.003945447,-0.007910275,-0.0040312456,0.010848345,0.0015099942,-0.014823373,-0.006754221,0.014325785,-0.016761484,0.02410401,-0.0018253049,0.0064277323,-0.0028832112,-0.008093631,0.019874416,0.0005349079,0.0076860124,0.00027047866,-0.018916631,-0.0034824195,0.019274356,0.0012004038,0.0082745515,0.013664219,-0.0015584846,-0.00063449057,-0.013477478,-0.014257614,0.005299217
2013-11-26,0.024886854,0.00508782,0.005808534,0.0095236115,-0.0047408887,-0.0075411513,-0.0040358123,-0.00953042,0.0024988432,0.0030389386,0.004597061,0.0017020311,-0.0020434053,-0.012524459,0.004786381,0.019947372,-0.0020716356,0.0064832317,-0.011368364,0.005164726,-0.011173574,-0.0015508479,-0.005622523,-0.00020655373,-0.0016488109,0.009876385,-0.010179409,-0.0063326997,-0.0028357955,-0.01045114,-0.0036794876,0.017629992,-0.00036209286,0.0063480693,0.012204179,0.0050491276,0.008093665,-0.011306428,0.0057646995,0.009572794,0.004785832,0.014461061,-0.0034381005,0.001924008,0.003819678,-0.0022255639,0.0017997378,0.0026672229,-0.007521948,-0.00040740077
2013-11-27,-0.009140861,0.008843631,-0.022549383,0.0034310292,0.006622964,-0.00030243775,0.001273815,-0.019689402,-0.002840547,0.011187943,0.0061181653,-0.0011975178,0.0053183143,0.0052535282,0.0016973887,0.02314062,6.83064e-05,0.014239294,-0.0010541817,0.009085162,0.0057991063,0.007601521,0.0069328262,0.0017734572,0.0063662557,0.019731756,0.011792619,0.0076414794,-0.00045741396,0.0059746215,-0.0006146955,0.0035724095,0.0030235734,0.00065174093,-0.008262136,-0.012101622,0.0059060827,0.004054607,0.017612653,-0.003018152,0.021771265,0.024240114,0.001354327,7.5065065e-05,0.019424908,0.0019953973,0.003696619,0.011835245,0.0042772284,0.0048235226
2013-11-29,0.0017246462,0.0009347937,0.00757023,0.023733083,0.0021577028,-0.0050751586,-0.0033458406,-0.0035982039,0.024058232,0.0029083963,0.00017581834,-0.006225144,-0.00018668722,-0.004534105,0.003478865,0.0022564435,-0.0009096349,-0.0048254807,-0.0051205102,-0.01121947,0.008680748,0.0026011646,0.0032415248,0.0040508984,-0.0042418484,0.0007780015,-0.005193673,0.001567251,0.0024723047,-0.0036425383,-0.027710842,0.0049283956,-0.005798418,-0.00374074,-0.0065012104,-0.005903467,-0.016301664,-0.0021616356,-0.009329948,0.017412655,-0.0034556824,0.0038780053,-0.004162345,-0.0068354276,-0.0011638801,-0.0022363772,1.1604277e-06,0.0047390447,-0.004301843,-0.010441553
2013-12-02,-0.0024982425,-0.011736611,-0.010590941,-0.024010457,-0.0066940645,0.005949841,-0.0057972535,-0.0027438146,0.03250126,-0.0070996103,-0.022238374,-0.01652872,-0.00032322126,0.007905334,-0.0033903823,-0.0028434442,0.008412178,0.010388176,0.009958369,-0.0064136544,-0.0054270597,-0.012247324,-0.0093773585,-0.0021857275,0.0022599841,0.0022112215,-0.0044101556,-0.010939554,-0.002964379,-0.0026884396,6.0936436e-05,-0.011295402,-0.0037140385,-0.009489529,-0.02067491,-0.0001016022,-0.015982565,0.013107137,0.00509717,-0.0051937965,0.010394733,-0.000599931,-0.0071859416,-0.006187581,-0.0023556193,-0.0029842104,-0.0028599747,-0.010437548,-0.014406018,0.009190317
2013-12-03,-0.0075290566,-0.012007463,-0.0102259535,-0.0217577,-0.0117691215,-0.0028788801,-0.004087838,-0.0063491,-0.020937413,-0.0022795864,-0.0073022107,-0.018093651,-0.0044508977,-0.0013009429,-0.0021480909,-0.0045518046,-0.00026157673,0.010911513,-0.0037435705,-0.017061071,-0.014427358,-0.011297049,-0.012589762,-0.008195,-0.0013651708,0.00076616905,-0.0036554893,-0.0036208476,-0.0047212616,-0.014358421,-0.00086260634,-0.008768445,0.0002182743,-0.012024157,-0.005202654,0.0082050115,-0.0027914983,-0.007407702,-0.005646123,-0.013277126,-0.012042692,-0.011669399,-0.00437878,-0.0049795676,-0.01547221,-0.0050553195,-0.0034194537,-0.0043374915,0.008035404,0.0049473406
2013-12-04,0.016125983,-0.00674441,-0.008448255,-0.006130556,-0.006594012,0.0037250249,0.0024082852,0.009746693,-0.0046577286,-0.008925933,0.0040557235,-0.008748783,-0.0016738904,0.002254173,-0.0043696016,0.0019238172,-0.0022516083,0.0016068686,0.0010650172,-0.010967263,-0.005111619,-0.004641606,-0.0048841797,-0.0031608474,-0.0013788557,-0.009095198,-0.0047787307,-0.013110848,0.012719692,0.0018391858,-0.0010652151,-0.01892487,-0.011795326,-0.0021992675,-0.0010809313,-0.0077134348,-0.00012486894,-0.011119853,-0.00369485,0.015438003,-0.009752641,0.008738304,0.0018106141,0.0031006357,0.0027113743,0.00023269685,5.458048e-05,0.0015140478,0.0057783667,0.008955615
