aapl,msft,nvda,amzn,jpm,jnj,xom,tsla,nflx,v,googl,meta,brk_b,unh,ma,hd,pg,cost,dis,intc
-0.016472243,0.00405657,-0.0026408604,-0.022564635,-0.0018756697,-0.0060083126,-0.0068038004,-0.058746293,-0.08410028,-0.011688233,-0.0075667985,-0.05131533,-0.0053708795,-0.002047551,-0.008283846,-0.010530111,-0.006909416,0.012871955,0.0010051583,-0.010984997
0.007898828,0.010234913,0.0041749724,0.0029177554,0.0151049225,-0.0069575496,-0.005352836,0.0074022724,0.013389243,0.017953055,0.011758911,0.012074902,0.008187335,0.004801697,0.013274914,-0.0094198035,-0.0021183193,0.004279821,0.010182052,0.0059130364
-0.011869086,0.008831242,0.01325975,0.018665958,0.006622493,0.0018737519,0.0032913464,0.030805172,-0.0058462494,0.0052331844,0.026969964,0.036932655,0.005915879,-0.010983999,0.0011756257,0.0042204,0.0036435928,0.0111410115,0.01045739,0.021084173
0.0023950543,0.011299097,-0.00038604275,-0.007901158,0.0009180619,-0.002477165,-0.0036269224,-0.021807209,-0.01523385,0.002205427,0.008058989,0.010283325,0.00016668008,0.0031410982,-0.0031446614,-0.007985535,-0.0060343407,-0.0045171212,-0.0056715664,-0.005037543
0.007804543,0.008492054,0.016398031,0.012148827,0.004511695,-0.012566589,-0.004245221,0.03812449,-0.04365076,0.009177191,-0.010233546,-0.017998213,-0.002891626,0.005775626,0.013913928,-0.008323062,0.0024337317,-0.009039691,0.004904295,0.0073604016
-0.00964972,0.00482837,-0.0055027427,0.001333554,0.005089295,-0.004742832,-0.0020859635,-0.0034800763,0.00424892,0.011008913,-0.0014003525,0.013336664,0.0027932557,0.0003738487,0.007923847,-0.004087993,-0.0008959774,-0.0018000507,-0.0026682818,-0.0046405084
-0.014853919,0.005750377,-0.0019002429,0.00066617667,0.0008487552,-0.006638314,-0.0072690137,0.008895776,0.0031880753,-0.0012030698,0.0102302935,0.010014705,-0.0007392261,-0.011866596,0.0004598078,-0.0031481576,0.0009857845,-0.008307122,-0.0040264535,-0.0023469068
0.000852149,-0.0012878061,-0.009008991,-0.010744364,-0.0084764995,0.009435645,0.002017086,-0.0056111002,-0.00032546977,-5.361298e-05,0.00071634096,-0.0016653416,-0.00030216118,0.001822657,-0.0020932553,0.015289216,0.008249449,-0.0037911094,-0.001322146,-0.0020152535
-0.009594609,0.010247054,0.002118282,0.01328305,-0.0049821977,-0.0024109464,0.0006589624,0.008351572,-0.021357697,-0.003431219,0.0067248214,0.0043134913,-0.0044172946,-0.032417975,-0.008023817,0.00058315776,0.0010464452,0.009830063,-0.00067451946,-0.023706041
0.012097895,0.013887908,-0.01365082,0.031021368,-0.0012900131,0.012005798,0.012960572,-0.0068667172,-0.015200082,-0.0018318782,0.015003824,0.023729695,0.00033943303,0.01949086,0.0018887282,-0.004587565,-0.0064402567,-0.0016012081,-0.0048407405,0.011303627
-0.023436852,0.001598865,0.0024248445,-0.02206361,-0.006873831,-0.017002663,-0.013898369,0.08526334,0.023496531,-0.01335495,0.011896479,-0.00709905,-0.0075368183,-0.009078601,-0.01419846,0.00033002035,0.006307987,0.004759462,0.002294068,-0.019604808
0.025020324,0.0011245515,0.013702385,0.013209292,0.014783472,0.013218133,0.010698153,0.069541946,-0.007723585,0.0062831286,-0.004563598,0.01247029,0.013740541,0.013752931,0.0119401375,0.0137069,0.008558357,0.011534406,0.012649395,0.012922965
0.0038950427,0.0014317909,-0.005630796,0.0076085087,-6.595801e-07,0.0070911064,0.0019607085,0.004363073,-0.0020828103,0.009079641,-0.012796258,-0.014735702,0.00324204,-0.0026938592,0.010315321,0.010104275,0.0073475605,-0.00076413923,0.0037533385,-0.003903114
-0.0004006715,-0.008963706,0.0012446302,-0.006786004,-0.004151651,0.0055551566,0.0018023713,0.0051953383,0.0031307396,-0.013616532,-0.012175965,0.011010137,-0.000298496,-0.0057214787,-0.0070108315,0.0024553998,-0.0004842323,0.001550533,-0.007764321,1.9381696e-05
0.007967734,-0.022465337,-0.007857726,-0.016844004,-0.015304643,-0.0027925957,-0.0037686655,-0.017568208,-0.005333472,-0.017040852,-0.018511659,0.0004246356,-0.011083351,-0.0035393448,-0.01287982,-0.0061771865,-0.0065235915,-0.015341468,-0.01643981,-0.0053604897
-0.0015193468,-0.0076031154,-0.008049844,-0.006233207,0.0017420517,-0.006803085,-0.005911692,0.0042565134,-0.0005634213,-0.004653124,-0.012311739,-0.0060365675,-0.0018956685,-0.007411448,-0.002423614,-0.01565065,-0.013409501,-0.0052437894,-0.004297044,-0.002903692
0.02682,0.003395666,0.016564824,-0.005746766,0.0026354152,-0.0025072882,-0.0028817593,-0.00434436,-0.0016292569,0.0035608727,0.005890047,-0.004954272,0.0023771133,0.0065823174,0.0021540988,-0.003603082,-0.0032009413,-0.012317029,-0.001211013,-0.0012856217
0.00073792785,0.022779908,0.00990458,0.014205752,0.012371667,-0.0017932141,0.0021467847,0.009705697,-0.040896967,0.011693157,0.0144479405,-0.013647212,0.0063793105,0.02156259,0.010311563,0.0012209419,0.0021561934,0.005212993,0.016485712,-0.010735019
-0.0073443013,-0.010537461,-0.01571032,-0.004950174,-0.0025995644,-0.006171691,-0.0052894023,-0.015145518,-0.0043655816,0.0032833866,-0.00738737,-0.0036633068,-0.0030398478,-0.01020148,0.0010778771,-0.0040123044,-0.002855613,0.00042818836,-0.005778033,-0.012640688
0.027106714,-0.002253035,0.025092352,0.025327872,0.015840465,0.017852722,0.012604338,0.026052237,0.024295012,0.018294504,0.0059154397,0.023030048,0.019295072,0.015102949,0.020025795,0.02640616,0.01914869,0.017612824,0.018394794,0.029391047
0.007963928,0.008453246,-0.00024272746,0.0043590707,-0.0031893097,0.009527151,0.0032891342,0.0049632275,-0.00928826,-0.003030778,-0.0051694526,0.0090970965,0.0011042973,-0.008478393,0.0022442671,0.0023761727,-0.00019491118,-0.005494262,-0.0071760095,-0.002424308
0.016770892,0.022541668,0.010952936,0.035992716,0.010502001,-0.016321568,-0.0016232661,0.022640292,-0.011317955,0.0144358985,0.02461737,0.043642465,0.0031338697,0.002893875,0.012247239,-0.0063983705,-0.00616246,-0.0007448809,0.0056675253,0.00756684
-0.010513425,-0.002827702,0.017364807,0.01623606,0.010974212,-0.003680559,0.0016787883,0.07866493,-0.01350617,0.0033707456,0.010728772,0.020368692,0.0064372947,-0.0019711342,0.008419646,-0.00220777,-0.0010146091,0.0020742107,0.010274922,0.023230575
0.030079966,0.0046336544,0.02114366,0.006217974,0.006069113,0.004224098,0.0030215015,0.02405372,-0.011471867,0.00757514,-0.004715518,-0.015341107,0.0051518534,0.015448228,0.012506503,-0.00023558775,-0.0013970647,-0.014473878,0.0008824847,0.00046983268
-0.0039189523,-0.004015382,-0.011160044,-0.0003391495,0.0013809567,0.005779163,0.0055307527,0.043023653,0.005145743,0.0038201283,-0.015005857,0.0061672665,0.0053332956,0.0042798636,0.006110804,0.020339265,0.018457102,0.011946002,0.0030186833,-0.0054200105
0.008472521,-0.012503902,-0.0034208784,-0.011437878,0.0019639,0.003254255,-0.0003202086,0.011021915,-0.009135496,-0.007838861,-0.013008075,0.020293217,0.001255401,0.012846063,-0.0054717837,-0.005919042,-0.0066704038,0.004302854,-0.010357781,0.0008812109
-0.009830011,0.009042672,-0.0034879711,0.016716368,-0.003608511,-0.0011270661,0.002265966,0.022414647,0.012317941,-0.004016695,-0.002972555,0.015034883,-0.0012484484,-0.0025762809,0.0016466633,0.00923599,0.0085219275,0.0035609386,-0.0037702678,-0.0087416675
-0.0150223505,0.0050530843,0.002341245,0.0075238403,0.0058520352,0.0050291508,0.0031485525,0.026884697,-0.020153916,0.012173086,0.011700118,0.013506304,0.005973592,-0.0005514119,0.01118372,0.006534288,0.0039377827,9.774696e-06,0.010996526,0.004842657
0.03957339,-0.019333627,-0.0072940476,-0.026591241,-0.01030183,-0.00084089267,-0.010894954,-0.020383844,-0.00662414,-0.010804523,-0.0064069517,-0.015936121,-0.00744201,-0.018347483,-0.011781215,-0.007851723,-0.008704869,-0.010796456,-0.0111777885,1.19917095e-05
-0.014306427,-0.0057244166,-0.00726132,-0.014930373,0.0029747314,-0.003410537,-0.007156664,-0.0058976905,0.0099826185,0.010791427,0.0127364285,-0.000769962,0.0008945324,-0.015995609,-0.0008193226,-0.0065289405,-0.006424153,0.0019500798,-0.002366806,-0.0116821965
