aapl,msft,nvda,amzn,jpm,jnj,xom,tsla,nflx,v,googl,meta,brk_b,unh,ma,hd,pg,cost,dis,intc
-0.0135407755,-0.0063417954,0.0014142953,-0.008215286,-0.001745323,-0.008753808,-0.011042793,0.0013738712,-0.0016817991,-0.0040653176,0.013532252,0.01125549,-0.002867924,-0.014096776,-0.0053769937,-0.010191572,-0.006858459,-0.012449186,-0.002251018,0.0031240871
0.008597234,0.01259923,0.005499516,0.0069022677,0.016265715,-0.0061476873,-0.0036091614,0.014564504,0.016067475,0.01155703,0.007606727,0.0097338725,0.00927422,0.0029711868,0.01243395,-0.008933053,-0.0009676417,0.0001556119,0.006392054,0.0019433633
0.016560296,0.010435291,0.0050734133,0.017127275,0.006274513,0.0030671807,0.0019685586,0.023803279,-0.020421641,0.01759742,0.014956083,0.014913872,0.005746632,-0.00010474189,0.01322131,0.004413326,0.0031920949,-0.010485288,0.01536309,0.0012679663
0.0105626825,-0.0026529254,-0.012686285,0.015447971,0.00023276614,0.00095933164,0.0041005933,0.027415078,-0.034387946,-0.0035053953,-0.010666615,-0.011365215,-0.0018632063,-0.0011267363,0.0026699258,-0.00857471,-0.006103763,0.00309491,-0.0009835737,0.0039584273
0.010646671,-0.013160687,0.005818783,0.009175637,0.0025247373,-0.012982779,-0.0045716,0.044933774,0.002730083,-0.008772106,-0.014243573,0.023000749,-0.001932375,-0.0013583096,0.0015026585,-0.008348438,0.0019453884,0.005153107,0.0014158675,-0.00012151431
0.01177545,0.0022659774,-0.001518717,-0.011500861,0.0051641,-0.006981063,-0.00795611,0.009964576,-0.002289292,0.0020681368,0.008330839,0.02378751,0.0030200535,-0.001822691,-0.002242588,-0.004277623,-0.0009566831,0.0054819174,0.0048159137,0.0012517594
0.032588407,-0.0061780065,0.02017811,0.017026406,0.0003696995,-0.000478697,0.0047147367,0.051510114,-0.0014380778,-0.0006901538,0.011892177,0.040757786,-0.0016236736,0.011480002,0.0003327823,-0.0028247251,0.00030944753,-0.0037645153,-0.009396172,0.028740516
-0.010766942,-0.00088292384,-0.009496448,-0.016242411,-0.010509398,0.012441276,0.004923651,0.03965601,-0.00035067787,-0.002322254,-0.0033615325,-0.014280889,-0.00058038835,-0.010124392,-0.004817558,0.0159199,0.006460102,0.0018598204,0.0010418594,-0.017618438
-0.007154288,-0.004296951,-0.004782131,0.0003217701,-0.0051387856,-0.002907169,-0.0035440945,-0.008192215,0.014647148,-0.005527482,-0.006121457,-0.001973222,-0.0028537898,-0.0044640806,-0.0020011659,0.0006780716,0.0008223195,-0.005382186,-0.006951294,-0.0016352457
0.009787921,0.019020112,0.004303844,0.008237621,0.0016983469,0.004418099,0.0035656723,-0.017054532,-0.014812973,0.003445542,-0.0068158554,0.008410659,0.0014391772,-0.0139623545,0.0042221933,-0.0045232084,-0.0055371705,-0.0046394668,-0.011699675,0.001232468
