Start Date,1/1/1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CRY Index,,W 1 Comdty,,CC1 Comdty,,C 1 Comdty,,HG1 Comdty,,XCU Comdty,,CT1 Comdty,,LC1 Comdty,,CL1 Comdty,,GOLDS Comdty,,GC1 Comdty,,SI1 Comdty,,HO1 Comdty,,XB1 Comdty,,LH1 Comdty,,SB1 Comdty,,NG1 Comdty,,JO1 Comdty,,LMAHDS03 Comdty,,S 1 Comdty,,LMNIDS03 Comdty,,KC1 Comdty,,FDFD Index,,GB 1 GOVT,,GB3 GOVT,,GB6 GOVT,,GB 12 GOVT,,GT2 GOVT,,GT3 GOVT,,GT 5 GOVT,,GT 10 GOVT,,GT 20 GOVT,,GT 30 GOVT,,EDDR03M Index,,EDDR06M Index,,EDDR12M Index,,INDU Index,,SPx Index,,CCMP Index,,DCPB015D Index,,DCPB030D Index,,CFNAI Index,,ETSLTOTL Index,,ETSLMOM Index,,HPIMMOM% Index,,RCHSINDX Index,,MBAVCHNG Index,,ECONMUS Index,,NHSLTOT Index,,NHSLCHNG Index,,INJCJC Index,,INJCSP Index,,DGNOCHNG Index,,DGNOXTCH Index,,CGNOXAI% Index,,DCPB060D Index,,DCPB090D Index,,DCPB120D Index,,DCPB180D Index,,US0001W Index,,US0001M Index,,US0002M Index,,US0003M Index,,US0006M Index,,US0012M Index,,JPY BGN Curncy,,EUR BGN Curncy,,GBP BGN Curncy,,CHF BGN Curncy,,CAD BGN Curncy,,GNSF 3 Mtge,,FGLMC 3 Mtge,,FNCL 3 Mtge,,PRIMBB Index,,BLR Index,,FDTR Index,,DISCPRIM Index,,tu1 Comdty,,Fv1 Comdty,,TY1 Comdty,,US1 Comdty,,USSWAP3 CMPN Curncy,,USSWAP5 CMPN Curncy,,USSWAP10 CMPN Curncy,,USSWAP30 CMPN Curncy,,GOLDS Comdty,,WN1 Comdty,,US1 Comdty,,TY1 Comdty,,FV1 Comdty,,TU1 Comdty,,CN1 Comdty,,UB1 Comdty,,RX1 Comdty,,OE1 Comdty,,DU1 Comdty,,G 1 Comdty,,IK1 Comdty,,OAT1 Comdty,,BTS1 Comdty,,FB1 Comdty,,JB1 Comdty,,KAA1 Comdty,,KE1 Comdty,,XM1 Comdty,,YM1 Comdty,,ED1 Comdty,,LED1 Comdty,,FF1 Comdty,,BA1 Comdty,,OD1 Comdty,,DO1 Comdty,,ER1 Comdty,,L 1 Comdty,,ORI1 COMP Comdty,,YE1 Comdty,,IR1 Comdty,,KK1 Comdty,,ZB1 Comdty,,USSA5 CMPN Curncy,,CDSW5 CMPN Curncy,,MPSW5E CMPN Curncy,,BPSW5 CMPN Curncy,,EUSA5 CMPN Curncy,,SFSW5 CMPN Curncy,,SKSW5 CMPN Curncy,,DKSW5 CMPN Curncy,,SASW5 CMPN Curncy,,JYSWAP5 CMPN Curncy,,HDSW5 CMPN Curncy,,ADSWAP5 CMPN Curncy,,NDSWAP5 CMPN Curncy,,KWSWO5 CMPN Curncy,,SDSW5 CMPN Curncy,,PPSWO5 CMPN Curncy,,GT02 Govt,,GT03 Govt,,GT04 Govt,,GT05 Govt,,GT07 Govt,,GT10 Govt,,GT30 Govt,,USSP2 CMPN Curncy,,USSP3 CMPN Curncy,,USSP4 CMPN Curncy,,USSP5 CMPN Curncy,,USSP7 CMPN Curncy,,USSP10 CMPN Curncy,,USSP30 CMPN Curncy,,USSWAP2 CMPN Curncy,,USSWAP4 CMPN Curncy,,USSWAP7 CMPN Curncy,,FNMGVN2 Index,,FNMGVN3 Index,,FNMGVN4 Index,,FNMGVN5 Index,,FNMGVN7 Index,,FNMGVN10 Index,,FNMGVN30 Index,,FNMSWP2 Index,,FNMSWP3 Index,,FNMSWP4 Index,,FNMSWP5 Index,,FNMSWP7 Index,,FNMSWP10 Index,,FNMSWP30 Index,,FHMGVN2 Index,,FHMGVN3 Index,,FHMGVN4 Index,,FHMGVN5 Index,,FHMGVN7 Index,,FHMGVN10 Index,,FHMGVN30 Index,,FHMSWP2 Index,,FHMSWP3 Index,,FHMSWP4 Index,,FHMSWP5 Index,,FHMSWP7 Index,,FHMSWP10 Index,,FHMSWP30 Index,,SPX Index,,BE500 Index,,USCV1 CMPN Curncy,,USCV2 CMPN Curncy,,USCV3 CMPN Curncy,,USCV4 CMPN Curncy,,USCV5 CMPN Curncy,,USCV7 CMPN Curncy,,USCV10 CMPN Curncy,,IBOXUMAE CBIN Curncy,,IBOXHYAE CBIN Curncy,,MCDNAA5 CBIN Curncy,,IBOXULSE CBIN Curncy,,ITRXEBE CBIN Curncy,,ITRXEHE CBIN Curncy,,ITRXEXE CBIN Curncy,,ITRXESE CBIN Curncy,,ITRXEUE CBIN Curncy,,ITRXCCE CBIN Curncy,,ITXSWE CBIN Curncy,,ITXSCE CBIN Curncy,,ITRXAJE CBIN Curncy,,ITRXAGE CBIN Curncy,,ITRXAAE CBIN Curncy,,IBOXUME CBIN Curncy,,USDSEK BGN Curncy,,USDNOK BGN Curncy,,USDJPY BGN Curncy,,USDDKK BGN Curncy,,USDCHF BGN Curncy,,USDCAD BGN Curncy,,NZDUSD BGN Curncy,,GBPUSD BGN Curncy,,EURUSD BGN Curncy,,AUDUSD BGN Curncy,,USDZAR BGN Curncy,,USDTWD BGN Curncy,,USDTRY BGN Curncy,,USDSGD BGN Curncy,,USDRUB BGN Curncy,,USDPLN BGN Curncy,,USDPEN BGN Curncy,,USDMYR BGN Curncy,,USDMXN BGN Curncy,,USDKRW BGN Curncy,,USDINR BGN Curncy,,USDILS BGN Curncy,,USDIDR BGN Curncy,,USDHUF BGN Curncy,,USDHKD BGN Curncy,,USDCZK BGN Curncy,,USDCOP BGN Curncy,,USDCNY BGN Curncy,,USDCLP BGN Curncy,,USDBRL BGN Curncy,,USDARS BGN Curncy,,SPTSX Index,,MEXBOL Index,,IBOV Index,,SX5E Index,,UKX Index,,CAC Index,,DAX Index,,IBEX Index,,FTSEMIB Index,,AEX Index,,OMX Index,,SMI Index,,NKY Index,,HSI Index,,AS51 Index,,TSFR3M Index,,CL1 Comdty,,CL2 Comdty,,CL3 Comdty,,CL4 Comdty,,EUCRBRDT Index,,OILPHIST Index,,DFAE US Equity,,DFAI US Equity,,DFAC US Equity,,DFAS US Equity,,DFAX US Equity,,DFAT US Equity,,DFAU US Equity,,DFAW US Equity,,DFATCIN CN Equity,,DFAUSFDS Index,,DFACNVEF CN Equity,,DFAR US Equity,,DFATCFN CN Equity,,DFAI UP Equity,,DFATCAN CN Equity,,DFAUCIN CN Equity,,DFAUSVS Index,,DFA0035 AU Equity,,DFACVIN CN Equity,,DFAUHPFT Index,,DFAUSINN Index,,DFA2068 AU Equity,,DFA8887 AU Equity,,DFAE UP Equity,,DFAGSBB ID Equity,,DFAUECPE Index,,DFA0028 AU Equity,,DFA5YRFI CN Equity,,DFA7518 AU Equity,,DFA8020A CN Equity,,DFADCDF CN Equity,,DFAG7IN CN Equity,,DFAGLCSA CN Equity,,DFAGLREA CN Equity,,DFAGSBA ID Equity,,DFAGSBC ID Equity,,DFAINTVA CN Equity,,DFAISO Index,
,Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends)
