agg,bnd,emb,hyg,ief,lqd,mub,shy,tip,tlt,coffee,copper,corn,crude_oil,gold,natural_gas,platinum,silver,soybeans,wheat,aapl,amzn,jnj,jpm,msft,nflx,nvda,tsla,v,xom
-0.000109381,0.005353514,0.009360178,-0.024074063,0.011140246,0.0051623187,0.006369141,8.746807e-05,0.0010862049,-0.0032867799,-0.0052791573,-0.082104504,-0.0052335607,-0.010410908,-0.064982116,-0.03181707,0.03940671,-0.14297244,-0.035106406,-0.03851682,0.0051170704,0.012453564,-0.018387457,-0.028627787,0.009010996,0.037574302,0.02097034,0.019435477,0.014522315,-0.007376924
-0.00066843006,0.0027871132,-0.009090614,0.0012498882,0.006574109,0.0061239246,0.00296148,0.00015446247,-0.0011928693,-0.0069867875,0.012489587,0.029778419,-0.0017662015,0.01889872,0.053096153,0.06604666,-0.021660632,0.10144831,0.04726337,-0.0092808,0.019300163,-0.0034451368,0.0012309247,0.031617522,0.004102531,0.014382053,0.01678043,-0.0017475438,0.010740804,-0.0022274754
-0.00024980507,0.0026857425,0.001929883,-0.025087634,0.00066273217,0.0024011799,0.0018250588,0.00030921178,0.0027863209,-0.0017213821,-0.0068297796,-0.06077826,-0.004871891,-0.008367897,-0.033047825,-0.001404874,0.02039797,-0.076346666,-0.009031886,-0.026654648,0.033065736,-0.0016920564,-0.0060468856,-0.017378015,0.005632878,-0.00390004,0.04094129,0.025908155,0.007960647,-0.014834982
-2.2910858e-06,0.00070743327,-0.003724917,-0.0007849144,0.0021195677,0.002248725,0.0005705454,0.000264576,-0.00013702738,-0.0062897783,0.003324528,-0.0049950676,-0.005294431,0.006979621,0.0120078875,0.030794848,-0.005199551,0.027360896,0.028515946,-0.0131094055,0.012914797,-0.009510871,0.0019038123,0.019531757,0.004735143,0.021943688,0.023147454,0.0003436928,0.012217858,0.0026750215
-0.00026747244,0.0033781438,-0.0014753758,-0.0009563613,0.009881032,0.0055967043,0.004010289,-6.4730644e-05,-0.0018771063,-0.004600261,0.005800807,-0.0012282701,-0.0038127268,0.0047233896,0.008692171,0.01174525,0.0012075414,0.016219947,0.013683673,-0.016152889,0.019104289,0.0041974788,-0.006716129,0.018003197,0.0063721067,0.028360246,0.015752062,0.0018212439,0.0019157517,-0.000773164
0.0009381325,-0.0017354969,-0.0015635712,0.03712536,0.0061908867,0.0024411194,-0.0018555578,0.00013865918,-0.005535602,-0.0031623817,0.0073068775,0.016807143,-0.0007173391,0.0069554485,0.016254878,0.04312572,-0.010734597,0.055065446,0.032523066,-0.006382911,0.0273466,-0.0046166377,0.0038300627,0.08541422,0.005760712,0.10683066,-0.0046039876,-0.0342572,0.008961593,0.03091297
-7.2085204e-05,0.0019264874,-0.0018201008,0.000887567,0.006232657,0.0035220457,0.0023501588,0.00012860795,-0.0009855265,-0.008047893,0.0040991474,-0.014310553,-0.0021148908,0.0065361317,0.006387751,0.042699706,0.0002124536,0.015492092,0.019991795,-0.0111829145,0.021790814,-0.007735818,-0.0026861494,0.01877132,0.005403585,0.029661976,0.03051686,-0.0030549592,0.018283121,0.003388257
-1.2588713e-05,0.0003209584,-0.0043486482,-0.012407879,-0.0018973988,0.0013594474,0.00015180664,0.00047260683,0.0018119132,-0.009767232,0.00014915294,-0.018833105,-0.0032573303,0.0036852146,0.00038248557,0.017064525,-0.00031830053,0.005327032,0.0097840745,-0.018399503,0.006277113,-0.010918851,0.0026494416,-0.007232814,0.002241266,-0.010424117,0.03941967,0.014971444,0.008718099,-1.278054e-05
-0.00013292067,0.0019160848,-0.0043686414,0.007404967,0.0076217046,0.004250979,0.0024029645,5.8888574e-05,-0.0017791422,-0.005640222,0.0072496757,0.011923416,-0.0029522995,0.012750064,0.025100283,0.028584313,-0.0074499045,0.05502228,0.023524595,-0.012442261,0.01606964,0.004502879,-0.0012206748,0.027882898,0.005647361,0.040956378,0.015344039,-0.0057031987,0.009705164,0.007511592
0.000101521975,-0.0008613809,-0.009518777,0.0139757795,0.0014573052,0.0019318629,-0.00050317636,0.00015062933,-0.0014710319,-0.008452935,0.0043389667,0.026042186,-0.0024398859,0.019001778,0.044925686,0.06566133,-0.020573387,0.10485563,0.04077005,-0.008337921,0.013358949,-0.0074497215,0.009195427,0.036899578,0.003315013,0.031724174,0.020716676,-0.009929036,0.012792928,0.012320796
-0.0008342792,0.004266148,-0.0037290312,-0.022371667,0.006285264,0.0044002226,0.004401764,5.840909e-05,0.0019891697,-0.008634589,0.012291624,-0.012578171,-0.0067071044,0.0054086694,0.0074622496,0.03511635,0.002402616,0.0058422904,0.021257851,-0.017833224,0.024026498,-0.0039681164,-0.005610275,-0.014722349,0.0048430655,-0.030277349,0.05057489,0.024255358,0.0077734105,-0.01435784
0.00013049475,0.0008176921,0.0021583976,-0.019252853,-0.0022133545,0.00048114228,0.0005113621,0.00027815287,0.0030823855,-0.0018395965,-0.0053985403,-0.06290466,0.0031616862,-0.011333972,-0.040227078,-0.024065748,0.01607013,-0.0912756,-0.022124214,-0.03289222,0.011748514,-0.0013616579,-0.0014232467,-0.018853102,0.0057886555,0.016842721,0.017223379,0.021263357,0.005817942,-0.004547044
-3.9983206e-05,0.0020525546,0.0034101862,-0.017734451,0.002519497,0.0021594681,0.0021455695,0.00027172093,0.0019207825,-0.003841585,-0.0041314983,-0.06272481,0.0026963295,-0.009380115,-0.038704157,0.00025451928,0.017878154,-0.0861201,-0.016302492,-0.026636267,0.018051116,-0.0074540507,-0.0053792065,-0.01863824,0.0061257146,0.014472296,0.033496406,0.016639095,0.015440053,-0.0020387894
-0.002128582,0.0052072867,-0.014346411,-0.0656001,-0.0025740531,0.0028052153,0.005082714,0.00021721119,0.009895518,-0.018236257,0.013586611,-0.0150250215,-0.019180115,0.010835538,0.032198507,0.02543705,-0.007770068,0.051800754,0.021551311,-0.029198926,-0.01266311,-0.005290667,6.968239e-05,-0.08475552,-0.0012048619,-0.13223974,0.07993009,0.073176995,0.004020009,-0.04433538
0.00040601613,-8.769301e-05,0.0006052065,0.00441688,0.0018488906,0.0018903875,-0.00050251145,0.00017567832,-0.00063518045,-0.0020790887,0.0042010937,-0.023741754,-0.0015693238,0.0007466902,-0.012959236,0.018510282,0.0042926553,-0.016852554,0.009432742,-0.016570166,0.027707182,-0.0029747712,0.0013929139,0.021089075,0.005329986,0.04753946,0.016872047,0.0011484041,0.008803273,0.012531146
0.0021463423,-0.00888775,-0.0016491985,0.053114362,-0.008865785,-0.0035043117,-0.00909798,0.0008599056,-0.0044825543,-0.003671242,-0.00795591,-0.007514894,0.0017759022,0.009284451,-0.00059649505,0.04112409,-0.013364735,0.042052105,0.027483927,-0.006113361,0.01170964,-0.0198774,0.026196474,0.097849414,0.007087549,0.16228235,-0.027504556,-0.04858785,0.024573458,0.06009761
-0.0010165831,0.0044883643,-0.00833676,-0.017102523,0.0068786056,0.0048059584,0.0049566766,-4.249104e-05,0.0016143426,-0.008071797,0.017370887,0.02397741,-0.013165608,0.02010062,0.044573057,0.058282435,-0.008838154,0.07373443,0.04629868,-0.014827894,0.008526078,0.0022265976,-0.0028723793,-0.013301745,0.002445293,-0.05060453,0.041958377,0.024323735,0.0047997255,-0.015902093
9.125683e-05,0.0024541826,0.0031469858,-0.0063306578,0.0068020355,0.0038681868,0.0034231488,0.00022752138,-2.8583308e-05,-0.0060093384,-0.00036785426,-0.043406136,-0.004672292,-0.0025370722,-0.024629898,0.017099032,0.012631039,-0.05070328,-0.0051299594,-0.02738704,0.0044492935,-0.003982548,-0.0065557184,-0.00027046725,0.0069001103,0.04359635,0.012293041,0.0065063215,0.01467617,0.0032088612
-7.826955e-05,0.00071388175,-0.0017333552,-0.020209586,-0.0030765967,0.0004082179,0.00044973678,0.0003534564,0.0032582125,-0.005125383,-0.0036004758,-0.04105009,-0.003204065,-0.0058022877,-0.018165536,-0.0006952882,0.0057743005,-0.040354285,-0.007310847,-0.028898554,-0.0009409294,-0.0037525005,0.0014190983,-0.021186452,0.0028882076,-0.017137526,0.021312486,0.023490293,0.001787425,-0.009426427
0.00034043693,0.002073142,0.0065717674,-0.01421705,0.0031487904,0.002249666,0.0026316212,0.00019743973,0.0011730063,-0.00050445134,-0.010054906,-0.073178895,0.0027745746,-0.015005428,-0.054015204,-0.010801632,0.018416617,-0.11298553,-0.027700536,-0.029305749,0.014679386,-0.004765082,-0.008256878,-0.017155917,0.0067966306,0.039326996,0.024705902,0.014074141,0.011939572,-0.00085150497
0.0008970447,-0.006101293,-0.0075096083,0.033718873,-0.008786298,-0.001601014,-0.0058021033,0.00065205165,-0.0023393617,-0.008741879,0.0019631214,0.017321873,-0.002387382,0.022419168,0.033040155,0.08980696,-0.020004634,0.104583636,0.046603113,-0.004762966,0.011590435,-0.014323132,0.023431553,0.07151287,0.004259426,0.09083377,-0.0043464825,-0.024785768,0.022632433,0.036684208
0.00063223764,-0.000113035065,0.0016888239,0.017205957,0.0042763576,0.003364218,0.00018160854,0.00013279563,-0.0030436001,-0.0015838083,0.008868292,-0.015941035,0.00061910617,0.0058510536,-0.0063043837,0.05853659,0.0022307604,0.005742362,0.016538478,-0.0142134065,0.04766942,2.3372937e-05,0.0015652244,0.052022196,0.008207758,0.07502211,0.02176714,-0.0043702563,0.013958855,0.017263813
0.00083992846,-0.00633024,-0.0047313147,0.023158858,-0.01249017,-0.0034664874,-0.007718732,0.000418778,-0.00138531,-0.0020481837,-0.0038339803,-0.019253619,0.007909556,0.0064096176,-0.0004788356,0.044432025,-0.011599313,0.027051082,0.014519168,-0.012212629,0.02180829,-0.0086683,0.01942079,0.05483208,0.0036105448,0.07985615,0.003000427,-0.012016751,0.011588561,0.028543806
0.00018681836,-0.002182654,-0.00506041,-0.0023725647,-0.004772349,-0.000263775,-0.0025470406,0.000443528,0.0013024112,-0.0074546095,0.0022676932,-0.020590952,-0.0029050738,0.003592733,-0.0008554502,0.027191773,-0.0056600794,0.013276914,0.016667143,-0.017642511,-0.012595386,-0.016465873,0.008455187,0.017982652,0.002507152,0.030005284,0.012430635,0.0066678943,0.01111831,0.013836887
0.00033882802,-0.0019193634,-0.0044802725,0.005517768,-0.004084508,2.6630005e-05,-0.0023570647,0.00018607521,0.00021618063,-0.0009928257,0.006099393,0.0004429128,-0.0006766566,0.005014356,0.0066345898,0.034352273,-0.006020188,0.022812145,0.023768235,-0.012299571,0.020482102,-0.0009542211,0.008698695,0.029045526,0.003965312,0.020215642,0.015727175,0.0031040106,0.0015109726,0.009759506
0.00055668835,0.001357084,0.0036337085,0.003066708,0.0054824785,0.0027491613,0.0023228377,9.129204e-05,-0.00090503495,-0.0010335394,-0.0067152157,-0.039698545,0.0014373468,-0.011248897,-0.031363633,-0.0042672306,0.011273748,-0.061558902,-0.011301368,-0.022536375,0.01776946,0.005333325,-0.0055480753,0.014150882,0.009389712,0.07902788,0.014321717,-0.0009910585,0.011789119,0.00872588
