Date,vix_level,vix_change,term_spread,term_level,credit_spread,credit_level,em_spread,usd_5d,usd_20d,commodity_5d,commodity_20d,oil_gold_ratio,spx_5d,spx_20d,spx_60d,small_large,realized_vol_20d,vix_rv_spread,reits_20d
2010-03-31,17.59000015258789,0.46000099182128906,0.0061189772083222824,1.0811036839171255,-0.0036362654414745983,0.8331071218062078,0.0005829264857787487,-0.010449416207566554,0.012259676333661113,0.01975165081173485,-0.014771333016071095,0.04774290897162259,0.0013684886211586427,0.04100004587831166,0.03187000189605913,-0.0006695697923121621,0.08187172739322443,0.09402827413265447,0.08327475433249025
2010-04-01,17.469999313354492,-0.12000083923339844,-0.004843947534817121,1.079774458198203,-0.007622150760555739,0.8332675840892578,-0.0018616007330296102,-0.019669992756222974,0.0008456853817451782,0.044774020331142826,0.013434278408925445,0.05882999288166357,0.009810285575479643,0.04479141013262099,0.03604076536510737,0.0021810200704472787,0.08355808047617515,0.09114191265736978,0.08216827378849408
2010-04-05,17.020000457763672,-0.4499988555908203,-0.01401219456352762,1.0783748751396462,0.008776957302259752,0.8334964093955801,0.010581788656150939,-0.007540814899039243,0.006327864454326041,0.05875348108931588,0.017391745459180832,0.05494729766214124,0.01852691955952763,0.038715638109039316,0.04345332829814527,0.006623254262773777,0.0743014908343525,0.09589851374328423,0.07708871915629323
2010-04-06,16.229999542236328,-0.7900009155273438,0.0008769222266257904,1.0772772468128244,0.004107998167282113,0.8339548061282585,-0.0034467832595520237,0.00041938473124022757,0.009690387029045757,0.03554630490137623,0.017824318739925838,0.04510616234969489,0.014554337267678937,0.040895538994289944,0.04159582968193662,0.008508118913501568,0.07401871492685985,0.08828128049550343,0.08969139916636648
2010-04-07,16.6200008392334,0.3900012969970703,0.011139530415113466,1.0767968759788242,-0.0035682800640934762,0.834044463710649,-0.004562638239935946,-0.0012544716967467845,0.010092590875340146,0.029715476658951818,0.025053518575348568,0.02395946650258929,0.00814391229748635,0.03350542370645742,0.032544845446875,0.009166129878257566,0.07900673693519875,0.08719327145713524,0.06507029157258333
2010-04-08,16.479999542236328,-0.1400012969970703,0.0006910356595708231,1.0764782468858995,0.0036003265953016067,0.8343103511008311,0.0032469262934100816,0.00335570475947472,0.010947407080781341,0.028914590640717375,0.02044718795231579,5.817224790538589e-05,0.01501488672423824,0.03251758613876591,0.034607250451520126,0.0006780473568141487,0.07862417616859964,0.08617581925376365,0.057369336012844226
2010-04-09,16.139999389648438,-0.3400001525878906,0.002122538764782027,1.0760106859938185,0.0008055052275033593,0.8346321297452448,0.0003911784454267033,0.0016892282315748043,0.00550037633221955,0.011608782440465858,0.025043060849391258,-0.01762583651968297,0.014746422307625583,0.03489721006445963,0.05052315134253914,0.0013386383895851797,0.08008412091729739,0.08131587297918699,0.06552073299974319
2010-04-12,15.579999923706055,-0.5599994659423828,0.0047875635320957215,1.0754703344460672,-0.002621332786330256,0.8349210612304173,-0.0004499035759454053,-0.007598191942015864,0.007656366768323701,-0.004938316138385181,0.03015300926562662,-0.010443745945164062,0.00821803977327736,0.03639856595323291,0.04370037457053702,0.0043997965428379734,0.07984878228127375,0.07595121695578681,0.05128286897543543
2010-04-13,16.200000762939453,0.6200008392333984,0.003477092467607226,1.0752085423299556,-0.0008856654580513168,0.835212230744949,-0.0031162895567024866,-0.01053750513335221,0.0021209401296892623,-0.00041094016876476355,0.0458352315245397,0.012589229251251055,0.006614508199157812,0.03689015934496895,0.04175083693887542,0.00957596328989934,0.07974038180516654,0.082259625824228,0.07777906428562838
2010-04-14,15.59000015258789,-0.6100006103515625,-0.0070450082691282485,1.074149810466347,0.0035524230319978634,0.8357030132874291,0.0033364221803010236,-0.017729467512390334,0.004268055315431329,0.014736271820429412,0.04402710113807519,0.025089723821451804,0.023628749436926524,0.040241108406806635,0.06432403051060852,0.018800836401009394,0.08391272524583566,0.07198727628004324,0.05542679581175595
2010-04-15,15.890000343322754,0.3000001907348633,0.00040095224241754285,1.0728919515686928,0.0009949096177780563,0.836387344736025,0.003728959955281972,-0.013066549380219953,0.007666149498868008,0.02003754138828362,0.03879977039464986,-0.00024952485333207264,0.020995558347045615,0.035156122295931146,0.05273066965244195,0.021068749163429823,0.0827127313116797,0.07618727212154786,0.012952212912856002
2010-04-16,18.360000610351562,2.4700002670288086,0.0057004050078755955,1.0720872103592827,-0.01046249818355209,0.8364912345498832,-0.001976281904441328,-0.0021119815244794488,0.004237310742297258,-0.0004122955669474993,0.02251975591973195,0.008805631413457249,-0.0015905778623889618,0.019628377034771344,0.04691107664185838,0.026185487974691484,0.10399286145570645,0.07960714464780917,-0.0048514686180736
2010-04-19,17.34000015258789,-1.0200004577636719,-0.0014918986285251163,1.0711088327705647,0.0006213298214584608,0.8367963774543039,-2.1944759986917452e-05,0.003806312518746869,-0.0008438207494776591,-0.012453429320795715,0.02196036101078597,-0.0032061213071729044,0.000584426617860634,0.03257558677985443,0.07009045552035563,0.020858966507522364,0.09713574127347578,0.07626426025240311,0.010545635418970504
2010-04-20,15.729999542236328,-1.6100006103515625,0.0034434803532440816,1.0702756749030498,0.008534174700135339,0.8373276302684207,0.0006833597816419262,0.005493322961631735,0.003376952349023742,-0.008254308802362708,0.02986548343005948,-0.015202395305633276,0.00872420826806353,0.03613481970787539,0.1015256694164703,0.016853951819416325,0.09972260230003008,0.057577393122333204,0.014788472812742934
2010-04-21,16.31999969482422,0.5900001525878906,0.008072226520223403,1.0701180987224093,-0.0033661434408513474,0.8376951269996781,-0.00461788158696521,0.012695944673553545,0.002104868980384137,-0.014736271820429435,0.039105268987640676,-0.021679054423176747,-0.0043828787624090905,0.027304589530365755,0.09458946624556139,0.01995049430313456,0.0985322195451818,0.06466777740306039,0.03491729729677966
2010-04-22,16.469999313354492,0.14999961853027344,-0.002261244661986512,1.0707499091619161,-0.0006626684499189328,0.8377485852605405,-0.0005049087839447937,0.013485231788902319,-0.006675029039409682,-0.015915508162775333,0.05278827467796032,-0.016339484804682725,-0.0022285864135329573,0.03515034727890963,0.10176793348446499,0.036621754248612345,0.09585001991010489,0.06884997322344003,0.044766064348275625
2010-04-23,16.6200008392334,0.15000152587890625,-0.0031847700739136256,1.071570861952717,0.0066845566943195866,0.8378324885531196,-0.0021015953166759445,0.008001749789504055,-0.012090996259623588,0.009031232010380419,0.06500173921504178,-0.00691564956410029,0.02031829210014061,0.04328442212085699,0.10352870119715518,0.04538391199480565,0.0963873499918501,0.06981265840048388,0.06296061071364031
2010-04-26,17.469999313354492,0.8499984741210938,0.0011091224993505582,1.072333760601335,-0.0004702132417184601,0.8380380073560755,7.256831677031415e-06,0.005892247194775746,-0.005440447127532379,0.016981142756708655,0.05834287838684374,0.0008047998001714518,0.012771785323921064,0.04010117127458683,0.11128379616551823,0.04522517634881566,0.0982427144848473,0.07645727864869763,0.07614914364404374
2010-04-27,22.809999465942383,5.340000152587891,0.01206070002765284,1.073983468259517,-0.013354040149271797,0.8375971657802452,-0.007651387393082871,0.01630135549590442,0.011676558055424209,-0.006235714347297539,0.020645341582951445,-0.06530285311870365,-0.020054096950046518,0.00983895678485365,0.098277136106258,0.04689569853357816,0.13311993992042725,0.09498005473899657,0.04062786128345443
2010-04-28,21.079999923706055,-1.7299995422363281,-0.008323309243063529,1.0749979907235159,-0.0010118170359743502,0.8371806973450168,-0.0041925809319338396,0.013781797370814523,0.007493802835230876,-0.007865929033868086,0.021849547625083798,-0.05499031291832124,-0.010665043629814618,0.016724739342189113,0.09041349262143485,0.03859610330787467,0.1354732078326807,0.07532679140437987,0.045147294472450264
2010-04-29,18.440000534057617,-2.6399993896484375,0.0039411646920090426,1.0758997495812372,0.004339345640824121,0.8370969279968066,-0.0007002464696325927,0.004593894558639712,0.008368281726796593,-0.0024711489759003994,0.030565474890325066,-0.0288930106526033,-0.0013229374720237573,0.03245892118572715,0.09070392285509667,0.05247302956180374,0.14035243130243252,0.04404757403814366,0.10067836107511313
2010-04-30,22.049999237060547,3.6099987030029297,0.010264601933229235,1.0776239932708813,-0.0008595201776290784,0.8372945418704504,-0.000747244630981306,0.0050208864389429874,0.012599882935542452,-0.0012266932386935877,0.019001025645205227,-0.042123547498033265,-0.02493687574775876,0.008537260797618622,0.07859182544939641,0.03744458534876368,0.1536713084766709,0.06682868389393457,0.0639522896607106
2010-05-03,20.190000534057617,-1.8599987030029297,-0.0028701141041933328,1.0799334720534275,-0.003375714279634851,0.8369863059715736,0.0008487705861410849,0.011681429599307664,0.013781797370814523,0.008587216339218006,0.008176613636745765,-0.05571477451123097,-0.008274768048009699,0.013299483667049404,0.12282268250399006,0.03637153647825804,0.15770857501375296,0.04419143032682321,0.07490544947645837
2010-05-04,23.84000015258789,3.6499996185302734,0.01723583153929409,1.083152635363579,-0.011521931225031956,0.8360303246306641,-0.006325669488313558,0.010721682977025845,0.021978856301210076,-0.0033416875335853975,-0.0182426508520104,-0.08679524136576444,-0.00813569499204254,-0.012851075474867711,0.09696226379395916,0.024759301351400587,0.17976722365560302,0.058632777870275876,0.029204773472022577
2010-05-05,24.90999984741211,1.0699996948242188,0.004557567025832837,1.0860367681638967,-0.009447822787663672,0.834838022416419,-0.003260913580387716,0.020526171695555484,0.029274446227533286,-0.029525504261534642,-0.03739143329540282,-0.09815656075814339,-0.021677373733645852,-0.013096546688943068,0.09823347232145645,0.01338258077915036,0.1798614255456135,0.0692385729285076,0.037947026189175954
2010-05-06,32.79999923706055,7.8899993896484375,0.028267472719751333,1.0904951933345566,-0.00847405389290624,0.8331517498730976,-0.028776256205894,0.03319294582986232,0.03820552279718435,-0.05727972348136509,-0.055628839231757314,-0.1520666247386394,-0.06777613012194991,-0.05033209566046094,0.05197391607710976,0.013428634577177488,0.2139101180980911,0.11408987427251435,-0.0051907111043801605
2010-05-07,40.95000076293945,8.150001525878906,-0.012221693370809502,1.0941380815755608,-0.003357287765949025,0.831296529668539,0.010427251105816047,0.030417539485577294,0.041328194189544955,-0.07033816799367161,-0.06294592478893231,-0.1525734704849807,-0.06565573407387514,-0.07186489558388216,0.03894751584567807,-0.00028495273992143466,0.21546066896267227,0.19403933866672227,-0.03618588479470673
2010-05-10,28.84000015258789,-12.110000610351562,-0.019617998836667545,1.096415068447561,0.012272080664799671,0.8300474089912327,0.02686929804361633,0.021744396386191252,0.043124385699021495,-0.05610513483547617,-0.04299020506034538,-0.1256775114775347,-0.035435568947493654,-0.030354125053721554,0.07163440104620383,0.008715362298699052,0.2717353765919285,0.016664624933950434,0.033993755412641026
2010-05-11,28.31999969482422,-0.5200004577636719,-0.003165368289296402,1.098327988093795,-0.0022018010824581087,0.8287459480426286,-0.0005529176916166374,0.015062399384601346,0.04757876081916358,-0.03058859189930481,-0.04842030258255042,-0.16038452797822667,-0.01448488854846013,-0.03395047222248567,0.06962207735399448,0.016687769069533988,0.2716369154055308,0.011563081542711351,0.015691093483816212
2010-05-12,25.520000457763672,-2.799999237060547,-0.007394888225845838,1.1002080897062605,0.01251877714067583,0.8278066616595637,0.004259012993684802,0.008496878276980126,0.055500792016903826,0.00042800037339111327,-0.0516997047424411,-0.18019947245717338,0.005378399121653529,-0.031346897004216195,0.06789877295691688,0.023142772139462146,0.27343861066103003,-0.01823860608339334,0.030158760640202467
2010-05-13,26.68000030517578,1.1599998474121094,0.005964472759884395,1.1023981810517125,-0.009149349771479777,0.8264512781559183,0.00026684684726347146,0.006027730643636969,0.05729980282104112,0.011721447834947737,-0.06394493278509308,-0.1834288922526348,0.026647236214883605,-0.04468041779262292,0.05066272954039695,0.023753314888486716,0.2759758355834713,-0.009175832531713446,0.04149496431196511
2010-05-14,31.239999771118164,4.559999465942383,0.01590769371037635,1.1051759038459141,-0.00551656719822723,0.8253097903600191,-0.004652793664800042,0.019643837043526277,0.06308401275755074,-0.008818432818819858,-0.07135206204080463,-0.20764331824611626,0.02336324107963478,-0.046911076641858326,0.026513970291729496,0.019962891246574854,0.2775649244953092,0.03483507321587248,0.0324956550087318
2010-05-17,30.84000015258789,-0.39999961853027344,-0.003337501765783969,1.1078452188934098,-0.0029746228399073578,0.824022147659494,-0.0018883646961702961,0.02207599767113707,0.061394070851411686,-0.056702467509631704,-0.08723924324918127,-0.21342270262766738,-0.019208853692767897,-0.050147405364350126,0.024969066550102295,0.02997629336852297,0.2768570962273051,0.03154290529857384,0.029419723789708026
2010-05-18,33.54999923706055,2.7099990844726562,0.014148414470025206,1.1111332964023215,-0.005291096792101426,0.8221643729181093,-0.0046489203656559855,0.02828306815512039,0.0703685060126523,-0.05634670443401199,-0.09651269821419976,-0.22529176569967713,-0.030059663717350093,-0.0727343442078993,0.011093313216234406,0.019599246350195748,0.27613145599842337,0.05936853637218209,-0.012978150367925054
2010-05-19,35.31999969482422,1.7700004577636719,0.003805760029342519,1.1142023267864063,-0.006415134530178838,0.8201909872748484,-0.006116660747023117,0.01598753582964174,0.058792383172992145,-0.07368024274204753,-0.11064367566405929,-0.19868933325458882,-0.049658951058305686,-0.07662296930011273,0.017602156686535225,0.004653570799856788,0.27613742754252396,0.0770625694057182,-0.03957175367799441
2010-05-20,45.790000915527344,10.470001220703125,0.01966810688845995,1.1185356385585576,-0.028021602240524145,0.8171426788305872,-0.01778395262486648,0.005194859638507851,0.04900943067064693,-0.08603095805742943,-0.13406038267974718,-0.22858255987715648,-0.07564108218151942,-0.11809291356060943,-0.030044380790508928,-0.01639319964928944,0.30071454938933634,0.15718545976593712,-0.10753905153346938
2010-05-21,40.099998474121094,-5.69000244140625,0.0017319004183082173,1.1231431116248252,0.021579816414619445,0.8146601191994192,0.00933866670948418,-0.008371625193469949,0.04671063777457659,-0.04994230701318175,-0.13032560106436678,-0.22584976283666758,-0.0428765116662098,-0.11010588040820891,-0.014196230470599503,-0.02025078239260346,0.30636998010330174,0.09463000463790922,-0.08768347766037943
2010-05-24,38.31999969482422,-1.779998779296875,-0.0033409298633453256,1.1274947348216324,-0.0010894419215533154,0.8121541944610172,0.0004318273012148782,0.0015866329436463396,0.0570884566002822,-0.02212078464830358,-0.12634117065419345,-0.2306348158678434,-0.056317307047391345,-0.11923649773566262,-0.027742670241566528,-0.02079632741911265,0.30740199374831384,0.07579800319992835,-0.11820614669246102
2010-05-25,34.61000061035156,-3.7099990844726562,0.005000901214783803,1.131482534557589,0.0036110236490180807,0.8103501561576303,-0.003423800295312485,-0.00630419159205524,0.04776295892469263,-0.028705624734990918,-0.11898260860189325,-0.2098269419583091,-0.041600783841922055,-0.09428103109977486,-0.03705307317160108,-0.022757422046699755,0.3007412809543307,0.045358725149184875,-0.07771491498061375
2010-05-26,35.02000045776367,0.4099998474121094,-0.0020090827883833375,1.1358066797278266,-0.012708741394824728,0.8080861854116191,0.004300176876506389,0.00986395872183026,0.054874544524008,-0.00879018515430337,-0.11156793178449456,-0.2132694342828647,-0.041937392423761884,-0.1078953180940601,-0.04586662424993801,-0.008315220411481625,0.29722955075854857,0.05297045381908816,-0.08291874391822687
