agg,bnd,emb,hyg,ief,lqd,mub,shy,tip,tlt,coffee,copper,corn,crude_oil,gold,natural_gas,platinum,silver,soybeans,wheat,aapl,amzn,jnj,jpm,msft,nflx,nvda,tsla,v,xom
-0.00021607937,0.0054662246,0.009618562,-0.02374694,0.010509151,0.005440011,0.0070541706,0.00034943703,0.0009417603,-0.007546907,-0.0085321255,-0.0877305,-0.00031357916,-0.011250563,-0.06588637,-0.02685747,0.038337946,-0.14238149,-0.036197193,-0.03806497,0.0017943162,0.008623665,-0.018981477,-0.022354584,0.008216257,0.046821766,0.028873095,0.016904399,0.020587213,-0.008161928
-0.00065341353,0.0027019326,-0.009087228,0.0012462593,0.006427103,0.005197306,0.0026760357,7.221717e-05,-0.0012634075,-0.007237834,0.014862206,0.036281507,-0.0017224504,0.015596528,0.053938996,0.048818655,-0.022452855,0.10378045,0.042965982,-0.0076337345,0.019431453,0.0001725587,0.0012310183,0.02554263,0.0039671184,-0.003977008,0.020731311,0.0015731414,0.0031730765,-0.0047239945
-0.00023912499,0.002593141,0.0020250916,-0.024381258,0.0010772598,0.0015453305,0.0022283683,0.0002141128,0.0028994568,-0.0021278341,-0.010264045,-0.057611994,0.0008562529,-0.0077574495,-0.033206567,-0.007109849,0.018162632,-0.08073494,-0.012829027,-0.024251807,0.020856556,-0.0038952064,-0.0064627575,-0.030365292,0.005106299,-0.0104901865,0.03525059,0.023173366,0.0055526914,-0.013553694
-3.3963275e-05,0.0007430174,-0.003931388,-0.00083986693,0.0015520606,0.0019781138,0.00035322405,0.00011123449,-8.7625296e-05,-0.002944382,0.0010663623,-0.0066941828,-0.0041892556,0.007160633,0.012369039,0.020681793,-0.0054077064,0.031103421,0.018214308,-0.015297898,0.019899907,-0.0054711774,0.0019926915,0.013488662,0.004759695,0.019164471,0.013109712,0.0035335366,0.0063957185,0.0008295472
-0.00031180127,0.0036384286,-0.0014529949,-0.0009966634,0.011310155,0.005393438,0.0040859934,-0.00011964259,-0.0015826017,-0.008315429,0.004602146,-0.013052427,-0.0043648584,0.0050215833,0.008906145,0.027934741,0.0013086871,0.016776595,0.012251852,-0.015552008,0.017594397,-0.0009908471,-0.0065933564,0.01757738,0.0063018156,0.04443358,0.014539321,-0.0016078893,0.011185049,-0.002238173
0.0009508863,-0.001787757,-0.0016893016,0.037948504,0.0058728256,0.0025542094,-0.001339864,0.00027589206,-0.0056902994,-0.0028235917,0.002136596,0.011286842,-0.0038200703,0.012693914,0.017092843,0.04156678,-0.011520113,0.057489976,0.03924329,-0.0041751084,0.021685459,-0.007532795,0.0041965507,0.07596399,0.006833703,0.11369131,-0.009777866,-0.040639177,0.02025276,0.034275535
-7.018342e-05,0.0018693628,-0.0017197061,0.0008799704,0.0072172075,0.004194482,0.0017380991,-3.886773e-05,-0.0010801041,-0.008827048,0.0071821273,-0.010339964,-0.0039540417,0.004396793,0.0064016394,0.025724014,5.9839957e-05,0.015541039,0.016038883,-0.014315882,0.0067919055,-0.0048636138,-0.002634338,0.03068344,0.005361204,0.03963124,0.02666386,-0.0007192467,0.012340035,0.0048612272
-1.1455965e-05,0.0003133767,-0.004370717,-0.012706975,-0.0026114273,0.00012029853,-1.6739708e-05,0.00026460036,0.0024193937,-0.0033663828,-0.00010465947,-0.02607648,-0.0013879602,0.0023951388,0.0005011836,0.020035727,-0.00040114485,-0.002072034,0.009861601,-0.019301478,0.024591986,-0.0025395146,0.0032513048,-0.009040063,0.0023692113,0.0021262728,0.023524154,0.012915198,0.006873193,-0.0045950464
-5.1723197e-05,0.0019923216,-0.0040243673,0.0072350185,0.0069125453,0.0050744726,0.00250591,0.00010617907,-0.0020158614,-0.0058333403,0.010367337,0.011645624,0.0012475252,0.01106919,0.025525251,0.044701487,-0.0071562845,0.05132895,0.024133354,-0.012300083,0.020644939,-0.00030133873,-0.0010555652,0.035478096,0.0052425084,0.03556404,0.020497855,-0.0036971555,0.0076345503,0.007775985
0.000119666925,-0.0008568992,-0.009251776,0.014068236,7.697196e-05,0.0024374714,-0.0016832947,0.00033875724,-0.001418803,-0.0024539605,0.011103321,0.035964493,-0.0029640708,0.014194613,0.046382394,0.07193891,-0.021694522,0.10244101,0.053343832,-0.0101061445,0.025248988,-0.0062543713,0.009177265,0.056256376,0.003345963,0.030883918,0.016057482,-0.008230081,0.0057252063,0.011379955
